sno,,station,tot,sbi,sarea,mday,lat,lng,ar,sareaen,snaen,aren,bemp,act,srcUpdateTime,updateTime,infoTime,infoDate
500101131,YouBike2.0_,復興南路1段340巷口,38,25,大安區,2023/5/8 09:24,25.03701,121.54348,復興南路一段信義路三段147巷45弄口,Daan Dist.,YouBike2.0_Ln. 340， Sec. 1， Fuxing S. Rd Intersection,Sec. 1， Fuxing S. Rd & Aly. 45， Ln. 147， Sec. 3， Xinyi Rd Intersection.,13,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:24,2023/5/8
500101132,YouBike2.0_,建國濟南路口,29,28,大安區,2023/5/8 10:01,25.03935,121.53828,建國南路一段/濟南路三段口(東南側),Daan Dist.,YouBike2.0_Sec. 1， Jianguo S. Rd & Sec. 3， Jinan Rd Intersection,Sec. 1， Jianguo S. Rd & Sec. 3， Jinan Rd Intersection. (Southeast),1,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:01,2023/5/8
500101133,YouBike2.0_,捷運忠孝復興站(2號出口),43,21,大安區,2023/5/8 10:09,25.04035,121.5436,復興南路一段/仁愛路三段123巷13弄(西北側),Daan Dist.,YouBike2.0_MRT Zhongxiao Fuxing Sta (Exit 2),Sec. 1， Fuxing S. R & Aly. 13， Ln. 123， Sec. 3， Ren'ai Rd. (Northwest),22,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:09,2023/5/8
500101134,YouBike2.0_,捷運大安站(4號出口),13,2,大安區,2023/5/8 10:06,25.0332,121.5439,信義路4段6號(前),Daan Dist.,YouBike2.0_MRT Da’an Sta (Exit 4),No. 6， Sec. 4， Xinyi Rd.,11,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:06,2023/5/8
500101135,YouBike2.0_,捷運大安站(2號出口),22,8,大安區,2023/5/8 09:53,25.03358,121.54141,信義路3段143號(前),Daan Dist.,YouBike2.0_MRT Da’an Sta (Exit 2),No. 143， Sec. 3， Xinyi Rd.,14,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:53,2023/5/8
500101136,YouBike2.0_,信義大安路口(信維大樓),12,5,大安區,2023/5/8 09:18,25.03317,121.54639,信義路四段74號(前),Daan Dist.,YouBike2.0_Sec. 4， Xinyi Rd & Da’an Rd Intersection (Xinwei Building),No. 74， Sec. 4， Xinyi Rd.,7,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:18,2023/5/8
500101137,YouBike2.0_,龍門廣場,50,9,大安區,2023/5/8 10:05,25.04092,121.54825,敦化南路一段與敦化南路一段236巷口,Daan Dist.,YouBike2.0_Long Men Plaza,Sec. 1， Dunhua S. Rd & Ln. 236， Sec. 1， Dunhua S. Rd Intersection.,41,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:05,2023/5/8
500101138,YouBike2.0_,仁愛安和路口,25,7,大安區,2023/5/8 10:08,25.03754,121.55285,仁愛路四段258號前,Daan Dist.,YouBike2.0_Sec. 4， Ren'ai Rd & Sec. 1， Anhe Rd Intersection,No. 74， Sec. 4， Ren'ai Rd.,18,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:08,2023/5/8
500101139,YouBike2.0_,信義敦化路口,46,31,大安區,2023/5/8 10:03,25.03333,121.54977,信義路四段155號前,Daan Dist.,YouBike2.0_Sec. 4， Xinyi Rd & Sec. 1， Dunhua S. Rd Intersection,No. 155， Sec. 4， Xinyi Rd,14,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:03,2023/5/8
500101140,YouBike2.0_,仁愛國中,25,8,大安區,2023/5/8 09:03,25.03706,121.55166,安和路一段75號(對面),Daan Dist.,YouBike2.0_Ren Ai Junior High School,No. 75， Sec. 1， Anhe Rd.,17,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:03,2023/5/8
500101141,YouBike2.0_,捷運信義安和站(2號出口),26,10,大安區,2023/5/8 10:02,25.03304,121.55171,信義路四段188號前,Daan Dist.,YouBike2.0_MRT Xinyi Anhe Sta (Exit 2),No. 188， Sec. 4， Xinyi Rd,16,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:02,2023/5/8
500101142,YouBike2.0_,八德市場,30,22,大安區,2023/5/8 09:49,25.04463,121.53665,市民大道三段170號,Daan Dist.,YouBike2.0_Bade Traditional Market,No. 170， Sec. 3， Civic Blvd.,8,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:49,2023/5/8
500101143,YouBike2.0_,昌隆公園,16,5,大安區,2023/5/8 09:14,25.04448,121.53946,市民大道三段206號西側,Daan Dist.,YouBike2.0_Changlong Park,No. 206， Sec. 3， Civic Blvd. (West),11,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:14,2023/5/8
500101144,YouBike2.0_,捷運大安森林公園站(2號出口),62,20,大安區,2023/5/8 10:09,25.03332,121.53435,捷運大安森林公園站(2號出口)西側,Daan Dist.,YouBike2.0_MRT Daan Park Sta. (Exit 2),MRT Daan Park Sta. (Exit 2) (West),42,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:09,2023/5/8
500101145,YouBike2.0_,信義延吉街口,15,14,大安區,2023/5/8 09:56,25.03318,121.55725,信義路四段353號,Daan Dist.,YouBike2.0_Sec. 4，Xinyi Rd & Yanji St Intersection,No. 353， Sec. 4， Xinyi Rd.,1,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:56,2023/5/8
500101146,YouBike2.0_,光信公園(光復南路456巷),15,6,大安區,2023/5/8 10:07,25.03513,121.5561,延吉街249號,Daan Dist.,YouBike2.0_Guangxin Park (Ln. 456， Guangfu S. Rd),No. 249， Yanji St.,9,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:07,2023/5/8
500101147,YouBike2.0_,僑安地下停車場(2號出口)東南側,20,5,大安區,2023/5/8 10:08,25.0391,121.5569,光復南路290巷5號,Daan Dist.,YouBike2.0_Qiao An Dixia Parking (Exit 2) (Southeast),No. 5， Ln. 290， Guangfu S. Rd,15,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:08,2023/5/8
500101148,YouBike2.0_,建國南路一段279巷口,32,24,大安區,2023/5/8 10:01,25.03635,121.53833,建國南路一段275號,Daan Dist.,YouBike2.0_Ln. 279， Sec. 1， Jianguo S. Rd Intersection,No. 275， Sec. 1， Jianguo S. Rd.,8,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:01,2023/5/8
500101149,YouBike2.0_,捷運忠孝新生站(6號出口),15,0,大安區,2023/5/8 09:18,25.04091,121.53295,新生南路一段101號,Daan Dist.,YouBike2.0_MRT Zhongxiao Xinsheng Sta. (Exit 6),No. 101， Sec. 1， Xinsheng S. Rd.,15,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:18,2023/5/8
500101150,YouBike2.0_,捷運忠孝新生站(4號出口),34,4,大安區,2023/5/8 10:07,25.04239,121.53324,忠孝新生路口北側,Daan Dist.,YouBike2.0_MRT Zhongxiao Xinsheng Sta. (Exit 4),Zhongxiao & Xinsheng S. Rd Intersection. (North),30,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:07,2023/5/8
500101151,YouBike2.0_,大安高工,23,21,大安區,2023/5/8 10:06,25.03126,121.54339,復興南路二段52號(前),Daan Dist.,YouBike2.0_Daan Vocational High School,No. 52， Sec. 2， Fuxing S. Rd.,2,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:06,2023/5/8
500101152,YouBike2.0_,捷運忠孝新生站(3號出口),23,19,大安區,2023/5/8 09:53,25.04189,121.53376,忠孝東路三段與10巷口,Daan Dist.,YouBike2.0_MRT Zhongxiao Xinsheng Sta. (Exit 3),Sec. 3， Zhongxiao E. Rd & Ln. 10， Sec. 3， Zhongxiao E. Rd Intersection,4,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:53,2023/5/8
500101153,YouBike2.0_,?公公園,20,10,大安區,2023/5/8 09:06,25.04201,121.54612,忠孝東路四段49巷4弄/大安路口,Daan Dist.,YouBike2.0_Liugong Park,Aly. 4， Ln. 49， Sec. 4， Zhongxiao E. Rd./Da'an Rd. Intersection,10,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:06,2023/5/8
500101154,YouBike2.0_,敦化市民路口,23,10,大安區,2023/5/8 10:06,25.04405,121.5486,敦化南路1段158號(前),Daan Dist.,YouBike2.0_Dunhua S. Rd. & Civic Blvd. Intersection,No. 158， Sec. 1， Dunhua S. Rd.,12,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:06,2023/5/8
500101155,YouBike2.0_,捷運大安森林公園站(5號出口),15,1,大安區,2023/5/8 10:08,25.03336,121.5364,捷運大安森林公園站(5號出口)東側,Daan Dist.,YouBike2.0_MRT Daan Park Sta. (Exit 5),MRT Daan Park Sta. (Exit 5) (East),14,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:08,2023/5/8
500101156,YouBike2.0_,信義建國路口,38,4,大安區,2023/5/8 10:05,25.0328,121.53746,建國南路二段與信義路三段口西南側,Daan Dist.,YouBike2.0_Xinyi Rd. & Jianguo Rd. Intersection,Sec. 2， Jianguo S Rd. & Sec. 3， Xinyi Rd. Intersection (Southwest),34,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:05,2023/5/8
500101157,YouBike2.0_,東豐公園,19,11,大安區,2023/5/8 10:05,25.03569,121.5451,東豐街24號(旁公園路側),Daan Dist.,YouBike2.0_Dongfeng Park,No. 24， Dongfeng St.,8,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:05,2023/5/8
500101158,YouBike2.0_,德安公園(四維路66巷),14,9,大安區,2023/5/8 09:54,25.03473,121.54767,四維路66巷6號北側,Daan Dist.,YouBike2.0_Dean Park,No. 6， Ln. 66， Siwei Rd.,5,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:54,2023/5/8
500101159,YouBike2.0_,捷運忠孝復興站(5號出口),41,7,大安區,2023/5/8 10:06,25.04262,121.54443,復興南路一段135巷3號(對面),Daan Dist.,YouBike2.0_MRT Zhongxiao Fuxing Sta (Exit 5),No. 3， Ln. 135， Sec. 1， Fuxing S. Rd. (Opposite),34,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:06,2023/5/8
500101160,YouBike2.0_,捷運忠孝敦化站(2號出口),17,6,大安區,2023/5/8 09:50,25.04153,121.5524,忠孝東路四段221號,Daan Dist.,YouBike2.0_MRT Zhongxiao Dunhua Sta. (Exit 2),No. 221， Sec. 4， Zhongxiao E. Rd.,11,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:50,2023/5/8
500101161,YouBike2.0_,捷運忠孝敦化站(7號出口),18,0,大安區,2023/5/8 09:52,25.04159,121.54937,忠孝東路四段143號,Daan Dist.,YouBike2.0_MRT Zhongxiao Dunhua Sta. (Exit 7),No. 143， Sec. 4， Zhongxiao E. Rd.,18,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:52,2023/5/8
500101163,YouBike2.0_,瑞安街208巷,15,6,大安區,2023/5/8 10:06,25.02979,121.54053,瑞安街208巷39號對面,Daan Dist.,YouBike2.0_Ln. 208， Rui'an St.,No. 39， Ln. 208， Rui'an St. (Opposite),9,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:06,2023/5/8
500101165,YouBike2.0_,樂利路21巷口,17,3,大安區,2023/5/8 10:05,25.0277,121.55132,樂利路25號,Daan Dist.,YouBike2.0_Ln. 21， Leli Rd. Intersection,No. 25， Leli Rd.,14,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:05,2023/5/8
500101166,YouBike2.0_,捷運科技大樓站(台北教育大學),46,25,大安區,2023/5/8 10:09,25.02469,121.54459,和平東路二段134號前,Daan Dist.,YouBike2.0_MRT Technology Building Station,No. 134， Sec. 2， Heping E. Rd.,21,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:09,2023/5/8
500101167,YouBike2.0_,捷運國父紀念館站(2號出口),38,11,大安區,2023/5/8 10:02,25.04122,121.55745,忠孝東路四段/光復南路口(西南側),Daan Dist.,YouBike2.0_MRT S.Y.S Memorial Hall Stataion(Exit 2.),Sec. 4， Jhongsiao E. Rd. & Guangfu S. Rd. Intersection (Southwest),27,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:02,2023/5/8
500101168,YouBike2.0_,仁愛醫院,30,11,大安區,2023/5/8 10:07,25.03756,121.54587,仁愛路四段/大安路一段口(西南側),Daan Dist.,YouBike2.0_Taipei City Hospital Renai Branch,Sec. 4， Ren'ai Rd. & Sec. 1， Da'an Rd. Intersection (Southwest),19,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:07,2023/5/8
500101169,YouBike2.0_,捷運信義安和站(4號出口),30,28,大安區,2023/5/8 10:03,25.03305,121.55378,信義路四段252號前,Daan Dist.,YouBike2.0_MRT Xinyi Anhe Sta.(Exit.4),No. 252， Sec. 4， Sinyi Rd.,2,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:03,2023/5/8
500101170,YouBike2.0_,成功國宅,30,5,大安區,2023/5/8 09:58,25.02681,121.54668,和平東路三段1巷/四維路198巷口(西北側),Daan Dist.,YouBike2.0_Chengong Public Housing,Ln. 1， Sec. 3， Heping E. Rd. & Ln. 198， Sihwei Rd. Intersection (Northwest),25,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:58,2023/5/8
500101171,YouBike2.0_,仁愛延吉街口,25,21,大安區,2023/5/8 09:59,25.03748,121.55564,仁愛路四段376號前,Daan Dist.,YouBike2.0_Renai & Yanji Intersection,No. 376， Sec. 4， Ren'ai Rd.,4,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:59,2023/5/8
500101172,YouBike2.0_,捷運信義安和站(1號出口),33,16,大安區,2023/5/8 09:59,25.03331,121.55265,信義路四段225號前,Daan Dist.,YouBike2.0_MRT Xinyi Anhe Sta.(Exit.1),No. 225， Sec. 4， Sinyi Rd.,17,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:59,2023/5/8
500101173,YouBike2.0_,敦化南路二段103巷口,24,7,大安區,2023/5/8 10:05,25.0287,121.54904,敦化南路二段99號前,Daan Dist.,YouBike2.0_Ln. 103，Sec. 2，Dunhua S. Rd.,No. 99， Sec. 2， Dunhua S. Rd.,17,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:05,2023/5/8
500101174,YouBike2.0_,復興南路二段128巷口,28,12,大安區,2023/5/8 09:54,25.02861,121.54336,復興南路二段142之1號前,Daan Dist.,YouBike2.0_Ln. 128， Sec. 2， Fuxing S. Rd.,No. 142-1， Sec. 2， Fusing S. Rd.,15,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:54,2023/5/8
500101175,YouBike2.0_,和平東建國南路口,17,6,大安區,2023/5/8 10:08,25.02575,121.5377,和平東路/建國南路口(北側),Daan Dist.,YouBike2.0_Heping E. Rd. & Jianguo S. Rd. Intersection,Heping E. Rd. & Jianguo S. Rd. Intersection (North),11,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:08,2023/5/8
500101176,YouBike2.0_,芳蘭山莊,16,1,大安區,2023/5/8 10:09,25.01223,121.54788,基隆路三段155巷148號,Daan Dist.,YouBike2.0_Fanglan,No. 148， Ln. 155， Sec. 3， Keelung Rd.,15,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:09,2023/5/8
500101177,YouBike2.0_,復興南路一段126巷口,15,2,大安區,2023/5/8 09:55,25.04311,121.54313,復興南路一段126巷1號前,Daan Dist.,YouBike2.0_Ln. 126， Sec. 1， Fuxing S. Rd.,No. 1， Ln. 126， Sec. 1， Fuxing S. Rd.,13,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:55,2023/5/8
500101179,YouBike2.0_,捷運東門站(5號出口),28,12,大安區,2023/5/8 10:06,25.03363,121.52962,信義路二段178號前,Daan Dist.,YouBike2.0_MRT Dongmen Sta. (Exit 5),No. 178， Sec. 2， Xinyi Rd.,16,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:06,2023/5/8
500101180,YouBike2.0_,仁愛路四段48巷口,11,7,大安區,2023/5/8 09:51,25.03609,121.54709,仁愛路四段48巷/東豐街(北側),Daan Dist.,YouBike2.0_Ln. 48， Sec. 4， Ren'ai Rd.,Ln. 48， Sec. 4， Ren'ai Rd. & Dongfeng St. Intersection (North),4,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:51,2023/5/8
500101181,YouBike2.0_,捷運公館站(3號出口),90,1,大安區,2023/5/8 10:05,25.01551,121.53374,捷運公館站(3號出口)西側,Daan Dist.,YouBike2.0_MRT Gongguan Sta.(Exit.3),MRT Gongguan Sta.(Exit.3)(West),88,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:05,2023/5/8
500101182,YouBike2.0_,臺北科技大學(電機工程系),16,5,大安區,2023/5/8 09:38,25.04196,121.53653,忠孝東路三段100號對側,Daan Dist.,YouBike2.0_NTUT(EE),No. 100， Sec. 3， Zhongxiao E. Rd. (Opposite),11,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:38,2023/5/8
500101183,YouBike2.0_,忠孝東路三段217巷口,34,20,大安區,2023/5/8 09:30,25.04176,121.54027,忠孝東路三段229-1號前,Daan Dist.,YouBike2.0_Ln. 217， Sec. 3， Zhongxiao E. Rd.,No. 229-1， Sec. 3， Zhongxiao E. Rd.,14,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:30,2023/5/8
500101184,YouBike2.0_,新生南路三段94巷口,15,3,大安區,2023/5/8 10:05,25.01744,121.53334,新生南路三段94號前,Daan Dist.,YouBike2.0_Ln. 94， Sec. 3， Xinsheng S. Rd. Intersection,No. 94， Sec. 3， Xinsheng S. Rd.,12,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:05,2023/5/8
500101185,YouBike2.0_,辛亥新生路口西北側,12,1,大安區,2023/5/8 10:01,25.02267,121.5341,辛亥路一段/新生南路三段(西北側),Daan Dist.,YouBike2.0_Xinhai Rd. & Xinsheng S. Rd. Intersection,Sec. 1， Xinhai Rd. & Sec. 3， Xinsheng S. Rd. Intersection (Northwest),11,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:01,2023/5/8
500101186,YouBike2.0_,捷運大安站(6號出口),19,12,大安區,2023/5/8 10:08,25.03479,121.54376,復興南路一段303號前,Daan Dist.,YouBike2.0_MRT Da’an Sta. (Exit 6),No. 303， Sec. 1， Fuxing S. Rd.,7,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:08,2023/5/8
500101187,YouBike2.0_,臥龍街195巷口,14,4,大安區,2023/5/8 09:49,25.01783,121.55224,臥龍街/臥龍街195巷(南側),Daan Dist.,YouBike2.0_Ln. 195， Wolong St.,Wolong St. / Ln. 195， Wolong St. Intersection (South),10,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:49,2023/5/8
500101188,YouBike2.0_,辛亥路三段157巷口,19,5,大安區,2023/5/8 09:54,25.01727,121.54904,辛亥路三段與辛亥路三段157巷口西北側,Daan Dist.,YouBike2.0_Ln. 157， Sec. 3， Xinhai Rd.,Sec. 3， Xinhai Rd. & Ln. 157， Sec. 3， Xinhai Rd. Intersection (Northwest),14,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:54,2023/5/8
500101189,YouBike2.0_,臥龍基隆路口,16,1,大安區,2023/5/8 09:58,25.02039,121.54853,臥龍街與基隆路二段口東北側,Daan Dist.,YouBike2.0_Wolong St. & Xinyi Rd. Intersection,Wolong St. & Sec. 2， Xinyi Rd. Intersection (Northeast),15,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:58,2023/5/8
500101190,YouBike2.0_,敦親公園,20,13,大安區,2023/5/8 09:51,25.02347,121.54108,和平東路二段96巷8之1號(前方),Daan Dist.,YouBike2.0_Dunchin Park,No. 8-1， Ln. 96， Sec. 2， Heping E. Rd.,7,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:51,2023/5/8
500101191,YouBike2.0_,大安運動中心,27,8,大安區,2023/5/8 09:59,25.02054,121.54561,辛亥路三段55號前方人行道(大安運動中心),Daan Dist.,YouBike2.0_Taipei Daan Sports Center,No. 55， Sec. 3， Xinhai Rd.,19,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:59,2023/5/8
500101192,YouBike2.0_,和平敦化路口,25,6,大安區,2023/5/8 09:44,25.02444,121.54908,和平東路三段 / 敦化南路二段口(東側),Daan Dist.,YouBike2.0_Heping Rd. & Dunhua Rd. Intersection,Sec. 3， Heping E. Rd. & Sec. 2， Dunhua S. Rd. Intersection (East),19,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:44,2023/5/8
500101193,YouBike2.0_,基隆長興路口,43,10,大安區,2023/5/8 10:05,25.01705,121.54435,基隆路/長興街(東南側),Daan Dist.,YouBike2.0_Keelung Rd. & Changxing St. Intersection,Keelung Rd. & Changxing St. Intersection (Southeast),33,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:05,2023/5/8
500101194,YouBike2.0_,仁愛路四段122巷口,16,10,大安區,2023/5/8 10:09,25.03762,121.55009,仁愛路四段118號前,Daan Dist.,YouBike2.0_Ln. 122， Sec. 4， Ren'ai Rd.,No. 188， Sec. 4， Ren'ai Rd.,6,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:09,2023/5/8
500101196,YouBike2.0_,市民敦化路口,15,9,大安區,2023/5/8 09:54,25.04464,121.54944,敦化南路一段111號前,Daan Dist.,YouBike2.0_Civic Blvd. & Dunhua Rd. Intersection,No. 111， Sec. 1， Dunhua S. Rd.,6,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:54,2023/5/8
500101197,YouBike2.0_,忠孝東路四段49巷口,15,5,大安區,2023/5/8 09:36,25.04172,121.54541,忠孝東路四段55號前,Daan Dist.,YouBike2.0_Ln. 49， Sec. 4， Zhongxiao E. Rd.,No. 55， Sec. 4， Zhongxiao E. Rd.,10,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:36,2023/5/8
500101198,YouBike2.0_,市民復興路口(東南側),16,8,大安區,2023/5/8 10:01,25.04472,121.54401,市民大道四段/復興路一段口(東南側),Daan Dist.,YouBike2.0_Civic Blvd. & Fuxing Rd. Intersection (Southeast),Sec. 4， Civic Blvd. & Sec. 1， Fuxing S. Rd. Intersection (Southeast),8,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:01,2023/5/8
500101199,YouBike2.0_,和平新生路口西南側,13,1,大安區,2023/5/8 10:08,25.02598,121.53454,新生南路三段2號前,Daan Dist.,YouBike2.0_Heping Rd. & Xinsheng S. Rd. Intersection (Southwest),No. 2， Sec. 3， Xinsheng S. Rd.,12,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:08,2023/5/8
500101200,YouBike2.0_,全安公園,16,7,大安區,2023/5/8 10:01,25.02535,121.55101,安和路二段227巷16號對側,Daan Dist.,YouBike2.0_Quanan Park,No. 16， Ln. 227， Sec. 2， Anhe Rd. (Opposite),9,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:01,2023/5/8
500101201,YouBike2.0_,信義路三段134巷口,19,4,大安區,2023/5/8 10:06,25.03333,121.53968,信義路三段/信義路三段134巷口,Daan Dist.,YouBike2.0_Ln. 134， Sec. 3， Xinyi Rd.,Sec. 3， Xinyi Rd. & Ln. 134， Sec. 3， Xinyi Rd. Intersection,14,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:06,2023/5/8
500101202,YouBike2.0_,仁愛敦南圓環(東南側),16,6,大安區,2023/5/8 09:54,25.03715,121.54936,仁愛路四段110號前,Daan Dist.,YouBike2.0_Renai Dunnan Traffic Cir (Southeast),No. 110， Sec. 4， Ren'ai Rd.,10,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:54,2023/5/8
500101203,YouBike2.0_,臺北遠企購物中心,33,7,大安區,2023/5/8 09:22,25.02709,121.54902,敦化南路二段201號前,Daan Dist.,YouBike2.0_Chenggong Public House,No. 201， Sec. 2， Dunhua S. Rd.,26,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:22,2023/5/8
500101204,YouBike2.0_,外交部外交及國際事務學院,17,7,大安區,2023/5/8 09:28,25.0371,121.54839,敦化南路一段280號,Daan Dist.,YouBike2.0_Institute of Diplomacy and International Affairs,No. 280， Sec. 1， Dunhua S. Rd.,10,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:28,2023/5/8
500101205,YouBike2.0_,四維路170巷口,22,13,大安區,2023/5/8 10:08,25.02821,121.54864,敦化南路二段92號對側中央分隔島,Daan Dist.,YouBike2.0_Ln. 170， Siwei Rd.,No. 92， Sec. 2， Dunhua S. Rd. (Opposite),9,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:08,2023/5/8
500101206,YouBike2.0_,捷運大安站(3號出口),44,16,大安區,2023/5/8 10:05,25.03328,121.5425,信義路三段184號前,Daan Dist.,YouBike2.0_MRT Da’an Sta. (Exit 3),No. 184， Sec. 3， Xinyi Rd.,28,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:05,2023/5/8
500101207,YouBike2.0_,捷運臺電大樓站(2號出口)_1,31,3,大安區,2023/5/8 10:07,25.02055,121.52855,羅斯福路三段201號旁,Daan Dist.,YouBike2.0_MRT Taipower Building Sta. (Exit 2)_1,No. 201， Sec. 3， Roosevelt Rd.,28,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:07,2023/5/8
500101208,YouBike2.0_,信義路四段199巷,15,7,大安區,2023/5/8 09:33,25.03459,121.55164,信義路四段199巷/安和路一段90巷口,Daan Dist.,YouBike2.0_Ln. 199， Sec. 4， Xinyi Rd.,Ln. 199， Sec. 4， Xinyi Rd. & Ln. 90， Sec. 1， Anhe Rd. Intersection,8,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:33,2023/5/8
500101209,YouBike2.0_,臺大資訊大樓,40,7,大安區,2023/5/8 09:48,25.02101,121.54153,辛亥路二段(臺大外語學院外),Daan Dist.,YouBike2.0_NTU Information Building,Sec. 2， Xinhai Rd.(NTU Language Center),33,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:48,2023/5/8
500101210,YouBike2.0_,敦化南路二段81巷,40,28,大安區,2023/5/8 10:01,25.03002,121.54893,敦化南路二段與敦化南路二段81巷口西北側,Daan Dist.,YouBike2.0_Ln. 81， Sec. 2， Dunhua S. Rd.,Sec. 2， Dunhua S. Rd. & Ln. 81， Sec. 2， Dunhua S. Rd. Intersection (Northwest),12,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:01,2023/5/8
500101211,YouBike2.0_,原臺北刑務所官舍,23,9,大安區,2023/5/8 09:07,25.03054,121.52466,金華街78號對側,Daan Dist.,YouBike2.0_Former Taipei Prison Office,No. 78， Jinhua St. (Opposite),13,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:07,2023/5/8
500101212,YouBike2.0_,捷運國父紀念館站(1號出口),25,23,大安區,2023/5/8 09:57,25.04205,121.55657,光復南路200巷26號東側,Daan Dist.,YouBike2.0_MRT S.Y.S Memorial Hall Sta. (Exit 1),No. 26， Ln. 200， Guangfu S. Rd. (East),2,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:57,2023/5/8
